"go_pref_name","target_pref_name","Percentage_Bioactivities","No_Drug_Efficacy_Target_Annotations","Target_Connectivity"
"DNA metabolic process","DNA-dependent protein kinase",0.3881908264378384,0,2
"DNA metabolic process","Serine/threonine-protein kinase Chk2",0.12258657676984369,0,2
"aging","Glycogen synthase kinase-3 beta",0.36520584329349265,1,4
"aging","Serine/threonine-protein kinase AKT",0.10470936765757484,0,4
"aging","Serine/threonine-protein kinase Chk2",0.12258657676984369,0,4
"aging","TGF-beta receptor type II",0.007661661048115231,0,4
"anatomical structure development","DNA-dependent protein kinase",0.3881908264378384,0,7
"anatomical structure development","Epidermal growth factor receptor erbB1",1.0624169986719787,3,7
"anatomical structure development","Glycogen synthase kinase-3 beta",0.36520584329349265,1,7
"anatomical structure development","MAP kinase ERK1",0.010215548064153642,0,7
"anatomical structure development","Serine/threonine-protein kinase AKT",0.10470936765757484,0,7
"anatomical structure development","TGF-beta receptor type II",0.007661661048115231,0,7
"anatomical structure development","Tyrosine-protein kinase JAK2",0.010215548064153642,0,7
"anatomical structure formation involved in morphogenesis","DNA-dependent protein kinase",0.3881908264378384,0,4
"anatomical structure formation involved in morphogenesis","Glycogen synthase kinase-3 beta",0.36520584329349265,1,4
"anatomical structure formation involved in morphogenesis","MAP kinase ERK1",0.010215548064153642,0,4
"anatomical structure formation involved in morphogenesis","TGF-beta receptor type II",0.007661661048115231,0,4
"biosynthetic process","MAP kinase ERK1",0.010215548064153642,0,4
"biosynthetic process","Receptor protein-tyrosine kinase erbB-2",0.48268464603125955,1,4
"biosynthetic process","Serine/threonine-protein kinase AKT",0.10470936765757484,0,4
"biosynthetic process","Serine/threonine-protein kinase Chk2",0.12258657676984369,0,4
"carbohydrate metabolic process","Glycogen synthase kinase-3 beta",0.36520584329349265,1,2
"carbohydrate metabolic process","Serine/threonine-protein kinase AKT",0.10470936765757484,0,2
"catabolic process","Glycogen synthase kinase-3 beta",0.36520584329349265,1,4
"catabolic process","Serine/threonine-protein kinase AKT",0.10470936765757484,0,4
"catabolic process","Serine/threonine-protein kinase Aurora-A",0.045969966288691384,0,4
"catabolic process","Serine/threonine-protein kinase Chk2",0.12258657676984369,0,4
"cell adhesion","DNA-dependent protein kinase",0.3881908264378384,0,3
"cell adhesion","Epidermal growth factor receptor erbB1",1.0624169986719787,3,3
"cell adhesion","Serine/threonine-protein kinase PAK6",0.0025538870160384105,0,3
"cell cycle","DNA-dependent protein kinase",0.3881908264378384,0,5
"cell cycle","Glycogen synthase kinase-3 beta",0.36520584329349265,1,5
"cell cycle","MAP kinase ERK1",0.010215548064153642,0,5
"cell cycle","Serine/threonine-protein kinase Aurora-A",0.045969966288691384,0,5
