"go_pref_name","target_pref_name","Percentage_Bioactivities","No_Drug_Efficacy_Target_Annotations","Target_Connectivity"
"DNA metabolic process","Casein kinase I delta",0.007661661048115231,0,4
"DNA metabolic process","Serine/threonine-protein kinase Chk1",0.025538870160384107,0,4
"DNA metabolic process","Serine/threonine-protein kinase Chk2",0.12258657676984369,0,4
"DNA metabolic process","Tyrosine-protein kinase ABL",0.03830830524057616,1,4
"aging","Serine/threonine-protein kinase AKT",0.10470936765757484,0,3
"aging","Serine/threonine-protein kinase Chk1",0.025538870160384107,0,3
"aging","Serine/threonine-protein kinase Chk2",0.12258657676984369,0,3
"anatomical structure development","Epidermal growth factor receptor erbB1",1.0624169986719787,3,9
"anatomical structure development","Fibroblast growth factor receptor 1",0.22984983144345694,0,9
"anatomical structure development","Fibroblast growth factor receptor 2",0.012769435080192054,0,9
"anatomical structure development","Serine/threonine-protein kinase AKT",0.10470936765757484,0,9
"anatomical structure development","Serine/threonine-protein kinase RAF",0.028092757176422515,0,9
"anatomical structure development","Stem cell growth factor receptor",0.18387986515476554,4,9
"anatomical structure development","Tyrosine-protein kinase BTK",0.007661661048115231,0,9
"anatomical structure development","Tyrosine-protein kinase SRC",0.5771784656246808,2,9
"anatomical structure development","Vascular endothelial growth factor receptor 2",1.325467361323935,0,9
"anatomical structure formation involved in morphogenesis","Casein kinase I delta",0.007661661048115231,0,7
"anatomical structure formation involved in morphogenesis","Ephrin type-B receptor 4",0.015323322096230461,0,7
"anatomical structure formation involved in morphogenesis","Fibroblast growth factor receptor 1",0.22984983144345694,0,7
"anatomical structure formation involved in morphogenesis","Fibroblast growth factor receptor 2",0.012769435080192054,0,7
"anatomical structure formation involved in morphogenesis","Tyrosine-protein kinase TIE-2",0.23240371845949537,1,7
"anatomical structure formation involved in morphogenesis","Vascular endothelial growth factor receptor 1",0.012769435080192054,0,7
"anatomical structure formation involved in morphogenesis","Vascular endothelial growth factor receptor 2",1.325467361323935,0,7
"autophagy","AMP-activated protein kinase, alpha-1 subunit",0.010215548064153642,0,2
"autophagy","Tyrosine-protein kinase ABL",0.03830830524057616,1,2
"biosynthetic process","3-phosphoinositide dependent protein kinase-1",0.0025538870160384105,0,10
"biosynthetic process","AMP-activated protein kinase, alpha-1 subunit",0.010215548064153642,0,10
"biosynthetic process","Fibroblast growth factor receptor 1",0.22984983144345694,0,10
"biosynthetic process","Fibroblast growth factor receptor 2",0.012769435080192054,0,10
"biosynthetic process","Receptor protein-tyrosine kinase erbB-2",0.48268464603125955,1,10
"biosynthetic process","Serine/threonine-protein kinase AKT",0.10470936765757484,0,10
"biosynthetic process","Serine/threonine-protein kinase AKT2",0.0485238533047298,0,10
"biosynthetic process","Serine/threonine-protein kinase Chk1",0.025538870160384107,0,10
"biosynthetic process","Serine/threonine-protein kinase Chk2",0.12258657676984369,0,10
"biosynthetic process","Tyrosine-protein kinase BTK",0.007661661048115231,0,10
"carbohydrate metabolic process","AMP-activated protein kinase, alpha-1 subunit",0.010215548064153642,0,3
"carbohydrate metabolic process","Serine/threonine-protein kinase AKT",0.10470936765757484,0,3
"carbohydrate metabolic process","Serine/threonine-protein kinase AKT2",0.0485238533047298,0,3
"catabolic process","Serine/threonine-protein kinase AKT",0.10470936765757484,0,3
"catabolic process","Serine/threonine-protein kinase Aurora-A",0.045969966288691384,0,3
"catabolic process","Serine/threonine-protein kinase Chk2",0.12258657676984369,0,3
"cell adhesion","3-phosphoinositide dependent protein kinase-1",0.0025538870160384105,0,8
"cell adhesion","Casein kinase I delta",0.007661661048115231,0,8
"cell adhesion","Ephrin type-B receptor 4",0.015323322096230461,0,8
"cell adhesion","Epidermal growth factor receptor erbB1",1.0624169986719787,3,8
"cell adhesion","Stem cell growth factor receptor",0.18387986515476554,4,8
"cell adhesion","Tyrosine-protein kinase ABL",0.03830830524057616,1,8
"cell adhesion","Tyrosine-protein kinase SRC",0.5771784656246808,2,8
"cell adhesion","Tyrosine-protein kinase TIE-2",0.23240371845949537,1,8
"cell cycle","AMP-activated protein kinase, alpha-1 subunit",0.010215548064153642,0,9
"cell cycle","Casein kinase I delta",0.007661661048115231,0,9
"cell cycle","Ribosomal protein S6 kinase alpha 3",0.012769435080192054,0,9
"cell cycle","Serine/threonine-protein kinase Aurora-A",0.045969966288691384,0,9
"cell cycle","Serine/threonine-protein kinase Chk1",0.025538870160384107,0,9
"cell cycle","Serine/threonine-protein kinase Chk2",0.12258657676984369,0,9
"cell cycle","Serine/threonine-protein kinase PIM1",0.030646644192460923,0,9
"cell cycle","Tyrosine-protein kinase ABL",0.03830830524057616,1,9
"cell cycle","Tyrosine-protein kinase SRC",0.5771784656246808,2,9
"cell death","3-phosphoinositide dependent protein kinase-1",0.0025538870160384105,0,12
"cell death","Fibroblast growth factor receptor 2",0.012769435080192054,0,12
"cell death","Ribosomal protein S6 kinase alpha 3",0.012769435080192054,0,12
"cell death","Serine/threonine-protein kinase AKT",0.10470936765757484,0,12
"cell death","Serine/threonine-protein kinase AKT2",0.0485238533047298,0,12
"cell death","Serine/threonine-protein kinase Chk2",0.12258657676984369,0,12
"cell death","Serine/threonine-protein kinase PAK 1",0.005107774032076821,0,12
"cell death","Serine/threonine-protein kinase PIM1",0.030646644192460923,0,12
"cell death","Serine/threonine-protein kinase RAF",0.028092757176422515,0,12
"cell death","Stem cell growth factor receptor",0.18387986515476554,4,12
"cell death","Tyrosine-protein kinase ABL",0.03830830524057616,1,12
"cell death","Tyrosine-protein kinase BTK",0.007661661048115231,0,12
"cell differentiation","3-phosphoinositide dependent protein kinase-1",0.0025538870160384105,0,18
"cell differentiation","Fibroblast growth factor receptor 1",0.22984983144345694,0,18
"cell differentiation","Fibroblast growth factor receptor 2",0.012769435080192054,0,18
"cell differentiation","Inhibitor of nuclear factor kappa B kinase beta subunit",0.1889876391868424,0,18
"cell differentiation","Macrophage colony stimulating factor  receptor",0.020431096128307284,0,18
"cell differentiation","Receptor protein-tyrosine kinase erbB-2",0.48268464603125955,1,18
"cell differentiation","Serine/threonine-protein kinase AKT",0.10470936765757484,0,18
"cell differentiation","Serine/threonine-protein kinase AKT2",0.0485238533047298,0,18
"cell differentiation","Serine/threonine-protein kinase Aurora-A",0.045969966288691384,0,18
"cell differentiation","Serine/threonine-protein kinase PAK 1",0.005107774032076821,0,18
"cell differentiation","Serine/threonine-protein kinase RAF",0.028092757176422515,0,18
"cell differentiation","Stem cell growth factor receptor",0.18387986515476554,4,18
"cell differentiation","Tyrosine-protein kinase ABL",0.03830830524057616,1,18
"cell differentiation","Tyrosine-protein kinase BTK",0.007661661048115231,0,18
"cell differentiation","Tyrosine-protein kinase SRC",0.5771784656246808,2,18
"cell differentiation","Tyrosine-protein kinase TIE-2",0.23240371845949537,1,18
"cell differentiation","Vascular endothelial growth factor receptor 1",0.012769435080192054,0,18
"cell differentiation","Vascular endothelial growth factor receptor 2",1.325467361323935,0,18
"cell division","Fibroblast growth factor receptor 1",0.22984983144345694,0,5
"cell division","Fibroblast growth factor receptor 2",0.012769435080192054,0,5
"cell division","Serine/threonine-protein kinase Aurora-A",0.045969966288691384,0,5
"cell division","Serine/threonine-protein kinase Chk2",0.12258657676984369,0,5
"cell division","Stem cell growth factor receptor",0.18387986515476554,4,5
