"protein_class_pref_name","protein_class_short_name","go_pref_name","Percentage_Bioactivities","No_Drug_Efficacy_Target_Annotations","Target_Connectivity"
"AGC protein kinase AKT family","Akt","aging",0.6959491545145495,0,4
"AGC protein kinase AKT family","Akt","anatomical structure development",0.6959491545145495,0,11
"AGC protein kinase AKT family","Akt","biosynthetic process",0.6959491545145495,0,5
"AGC protein kinase AKT family","Akt","carbohydrate metabolic process",0.6959491545145495,0,1
"AGC protein kinase AKT family","Akt","catabolic process",0.6959491545145495,0,5
"AGC protein kinase AKT family","Akt","cell death",0.6959491545145495,0,7
"AGC protein kinase AKT family","Akt","cell differentiation",0.6959491545145495,0,15
"AGC protein kinase AKT family","Akt","cell proliferation",0.6959491545145495,0,7
"AGC protein kinase AKT family","Akt","cell-cell signaling",0.6959491545145495,0,2
"AGC protein kinase AKT family","Akt","cellular nitrogen compound metabolic process",0.6959491545145495,0,4
"AGC protein kinase AKT family","Akt","cellular protein modification process",0.6959491545145495,0,16
"AGC protein kinase AKT family","Akt","circulatory system process",0.6959491545145495,0,1
"AGC protein kinase AKT family","Akt","embryo development",0.6959491545145495,0,10
"AGC protein kinase AKT family","Akt","female pregnancy",0.6959491545145495,0,1
"AGC protein kinase AKT family","Akt","generation of precursor metabolites and energy",0.6959491545145495,0,1
"AGC protein kinase AKT family","Akt","homeostatic process",0.6959491545145495,0,4
"AGC protein kinase AKT family","Akt","immune system process",0.6959491545145495,0,11
"AGC protein kinase AKT family","Akt","metabolic process",0.6959491545145495,0,1
"AGC protein kinase AKT family","Akt","mitochondrion organization",0.6959491545145495,0,2
"AGC protein kinase AKT family","Akt","multicellular organismal development",0.6959491545145495,0,15
"AGC protein kinase AKT family","Akt","negative regulation of endopeptidase activity",0.6959491545145495,0,1
"AGC protein kinase AKT family","Akt","nucleocytoplasmic transport",0.6959491545145495,0,1
"AGC protein kinase AKT family","Akt","phosphorylation",0.6959491545145495,0,16
"AGC protein kinase AKT family","Akt","plasma membrane organization",0.6959491545145495,0,1
"AGC protein kinase AKT family","Akt","positive regulation of apoptotic process",0.6959491545145495,0,5
"AGC protein kinase AKT family","Akt","positive regulation of catalytic activity",0.6959491545145495,0,9
"AGC protein kinase AKT family","Akt","protein targeting",0.6959491545145495,0,1
"AGC protein kinase AKT family","Akt","regulation of catalytic activity",0.6959491545145495,0,4
"AGC protein kinase AKT family","Akt","regulation of protein localization",0.6959491545145495,0,6
"AGC protein kinase AKT family","Akt","reproduction",0.6959491545145495,0,8
"AGC protein kinase AKT family","Akt","response to stress",0.6959491545145495,0,11
"AGC protein kinase AKT family","Akt","signal transduction",0.6959491545145495,0,16
"AGC protein kinase AKT family","Akt","small molecule metabolic process",0.6959491545145495,0,1
