"protein_class_pref_name","protein_class_short_name","go_pref_name","Percentage_Bioactivities","No_Drug_Efficacy_Target_Annotations","Target_Connectivity"
"AGC protein kinase AKT family","Akt","aging",0.6959491545145495,0,4
"AGC protein kinase AKT family","Akt","anatomical structure development",0.6959491545145495,0,10
"AGC protein kinase AKT family","Akt","biosynthetic process",0.6959491545145495,0,10
"AGC protein kinase AKT family","Akt","carbohydrate metabolic process",0.6959491545145495,0,2
"AGC protein kinase AKT family","Akt","catabolic process",0.6959491545145495,0,4
"AGC protein kinase AKT family","Akt","cell death",0.6959491545145495,0,16
"AGC protein kinase AKT family","Akt","cell differentiation",0.6959491545145495,0,17
"AGC protein kinase AKT family","Akt","cell proliferation",0.6959491545145495,0,10
"AGC protein kinase AKT family","Akt","cell-cell signaling",0.6959491545145495,0,4
"AGC protein kinase AKT family","Akt","cellular nitrogen compound metabolic process",0.6959491545145495,0,9
"AGC protein kinase AKT family","Akt","cellular protein modification process",0.6959491545145495,0,32
"AGC protein kinase AKT family","Akt","circulatory system process",0.6959491545145495,0,4
"AGC protein kinase AKT family","Akt","embryo development",0.6959491545145495,0,8
"AGC protein kinase AKT family","Akt","female pregnancy",0.6959491545145495,0,2
"AGC protein kinase AKT family","Akt","generation of precursor metabolites and energy",0.6959491545145495,0,1
"AGC protein kinase AKT family","Akt","homeostatic process",0.6959491545145495,0,8
"AGC protein kinase AKT family","Akt","immune system process",0.6959491545145495,0,16
"AGC protein kinase AKT family","Akt","metabolic process",0.6959491545145495,0,3
"AGC protein kinase AKT family","Akt","mitochondrion organization",0.6959491545145495,0,2
"AGC protein kinase AKT family","Akt","multicellular organismal development",0.6959491545145495,0,19
"AGC protein kinase AKT family","Akt","negative regulation of endopeptidase activity",0.6959491545145495,0,4
"AGC protein kinase AKT family","Akt","nucleocytoplasmic transport",0.6959491545145495,0,1
"AGC protein kinase AKT family","Akt","phosphorylation",0.6959491545145495,0,32
"AGC protein kinase AKT family","Akt","plasma membrane organization",0.6959491545145495,0,2
"AGC protein kinase AKT family","Akt","positive regulation of apoptotic process",0.6959491545145495,0,6
"AGC protein kinase AKT family","Akt","positive regulation of catalytic activity",0.6959491545145495,0,17
"AGC protein kinase AKT family","Akt","protein targeting",0.6959491545145495,0,1
"AGC protein kinase AKT family","Akt","regulation of catalytic activity",0.6959491545145495,0,7
"AGC protein kinase AKT family","Akt","regulation of protein localization",0.6959491545145495,0,6
"AGC protein kinase AKT family","Akt","reproduction",0.6959491545145495,0,9
"AGC protein kinase AKT family","Akt","response to stress",0.6959491545145495,0,25
"AGC protein kinase AKT family","Akt","signal transduction",0.6959491545145495,0,29
"AGC protein kinase AKT family","Akt","small molecule metabolic process",0.6959491545145495,0,2
"AGC protein kinase AKT family","Akt","translation",0.6959491545145495,0,1
"AGC protein kinase AKT family","Akt","transmembrane transport",0.6959491545145495,0,4
"AGC protein kinase AKT family","Akt","transport",0.6959491545145495,0,3
"AGC protein kinase PDK1 subfamily","Pdk1","biosynthetic process",0.21416239232914966,1,10
"AGC protein kinase PDK1 subfamily","Pdk1","cell adhesion",0.21416239232914966,1,9
"AGC protein kinase PDK1 subfamily","Pdk1","cell death",0.21416239232914966,1,16
"AGC protein kinase PDK1 subfamily","Pdk1","cell differentiation",0.21416239232914966,1,17
"AGC protein kinase PDK1 subfamily","Pdk1","cell junction organization",0.21416239232914966,1,3
"AGC protein kinase PDK1 subfamily","Pdk1","cell motility",0.21416239232914966,1,9
"AGC protein kinase PDK1 subfamily","Pdk1","cellular component assembly",0.21416239232914966,1,5
"AGC protein kinase PDK1 subfamily","Pdk1","cellular nitrogen compound metabolic process",0.21416239232914966,1,9
"AGC protein kinase PDK1 subfamily","Pdk1","cellular protein modification process",0.21416239232914966,1,32
"AGC protein kinase PDK1 subfamily","Pdk1","cytoskeleton organization",0.21416239232914966,1,10
"AGC protein kinase PDK1 subfamily","Pdk1","immune system process",0.21416239232914966,1,16
"AGC protein kinase PDK1 subfamily","Pdk1","multicellular organismal development",0.21416239232914966,1,19
"AGC protein kinase PDK1 subfamily","Pdk1","phosphorylation",0.21416239232914966,1,32
"AGC protein kinase PDK1 subfamily","Pdk1","positive regulation of catalytic activity",0.21416239232914966,1,17
"AGC protein kinase PDK1 subfamily","Pdk1","regulation of catalytic activity",0.21416239232914966,1,7
"AGC protein kinase PDK1 subfamily","Pdk1","regulation of protein localization",0.21416239232914966,1,6
"AGC protein kinase PDK1 subfamily","Pdk1","response to stress",0.21416239232914966,1,25
"AGC protein kinase PDK1 subfamily","Pdk1","signal transduction",0.21416239232914966,1,29
"AGC protein kinase SGK family","Sgk","cellular protein modification process",0.005346197752710051,0,32
"AGC protein kinase SGK family","Sgk","homeostatic process",0.005346197752710051,0,8
"AGC protein kinase SGK family","Sgk","phosphorylation",0.005346197752710051,0,32
"AGC protein kinase SGK family","Sgk","response to stress",0.005346197752710051,0,25
"AGC protein kinase SGK family","Sgk","signal transduction",0.005346197752710051,0,29
"AGC protein kinase SGK family","Sgk","transmembrane transport",0.005346197752710051,0,4
"Atypical protein kinase PIKK family","Pikk","DNA metabolic process",0.016353075478877804,0,5
"Atypical protein kinase PIKK family","Pikk","aging",0.016353075478877804,0,4
"Atypical protein kinase PIKK family","Pikk","anatomical structure development",0.016353075478877804,0,10
"Atypical protein kinase PIKK family","Pikk","anatomical structure formation involved in morphogenesis",0.016353075478877804,0,8
"Atypical protein kinase PIKK family","Pikk","biosynthetic process",0.016353075478877804,0,10
"Atypical protein kinase PIKK family","Pikk","catabolic process",0.016353075478877804,0,4
"Atypical protein kinase PIKK family","Pikk","cell cycle",0.016353075478877804,0,11
"Atypical protein kinase PIKK family","Pikk","cell death",0.016353075478877804,0,16
"Atypical protein kinase PIKK family","Pikk","cell differentiation",0.016353075478877804,0,17
"Atypical protein kinase PIKK family","Pikk","cellular protein modification process",0.016353075478877804,0,32
"Atypical protein kinase PIKK family","Pikk","chromosome organization",0.016353075478877804,0,4
"Atypical protein kinase PIKK family","Pikk","chromosome segregation",0.016353075478877804,0,1
"Atypical protein kinase PIKK family","Pikk","embryo development",0.016353075478877804,0,8
"Atypical protein kinase PIKK family","Pikk","homeostatic process",0.016353075478877804,0,8
"Atypical protein kinase PIKK family","Pikk","immune system process",0.016353075478877804,0,16
"Atypical protein kinase PIKK family","Pikk","lipid metabolic process",0.016353075478877804,0,5
"Atypical protein kinase PIKK family","Pikk","multicellular organismal development",0.016353075478877804,0,19
"Atypical protein kinase PIKK family","Pikk","nucleobase-containing compound catabolic process",0.016353075478877804,0,1
"Atypical protein kinase PIKK family","Pikk","phosphorylation",0.016353075478877804,0,32
"Atypical protein kinase PIKK family","Pikk","positive regulation of apoptotic process",0.016353075478877804,0,6
"Atypical protein kinase PIKK family","Pikk","reproduction",0.016353075478877804,0,9
"Atypical protein kinase PIKK family","Pikk","response to stress",0.016353075478877804,0,25
"Atypical protein kinase PIKK family","Pikk","signal transduction",0.016353075478877804,0,29
"CAMK protein kinase AMPK subfamily","Ampk","autophagy",0.017925486582616054,0,2
"CAMK protein kinase AMPK subfamily","Ampk","biosynthetic process",0.017925486582616054,0,10
"CAMK protein kinase AMPK subfamily","Ampk","carbohydrate metabolic process",0.017925486582616054,0,2
"CAMK protein kinase AMPK subfamily","Ampk","cell cycle",0.017925486582616054,0,11
"CAMK protein kinase AMPK subfamily","Ampk","cellular nitrogen compound metabolic process",0.017925486582616054,0,9
"CAMK protein kinase AMPK subfamily","Ampk","cellular protein modification process",0.017925486582616054,0,32
"CAMK protein kinase AMPK subfamily","Ampk","cellular response to drug",0.017925486582616054,0,3
"CAMK protein kinase AMPK subfamily","Ampk","chromosome organization",0.017925486582616054,0,4
"CAMK protein kinase AMPK subfamily","Ampk","homeostatic process",0.017925486582616054,0,8
"CAMK protein kinase AMPK subfamily","Ampk","lipid metabolic process",0.017925486582616054,0,5
"CAMK protein kinase AMPK subfamily","Ampk","phosphorylation",0.017925486582616054,0,32
"CAMK protein kinase AMPK subfamily","Ampk","positive regulation of catalytic activity",0.017925486582616054,0,17
"CAMK protein kinase AMPK subfamily","Ampk","protein complex assembly",0.017925486582616054,0,8
"CAMK protein kinase AMPK subfamily","Ampk","response to stress",0.017925486582616054,0,25
"CAMK protein kinase AMPK subfamily","Ampk","signal transduction",0.017925486582616054,0,29
"CAMK protein kinase AMPK subfamily","Ampk","small molecule metabolic process",0.017925486582616054,0,2
"CAMK protein kinase AMPK subfamily","Ampk","transmembrane transport",0.017925486582616054,0,4
"CAMK protein kinase CHK1 subfamily","Chk1","DNA metabolic process",0.2748574609334461,3,5
"CAMK protein kinase CHK1 subfamily","Chk1","aging",0.2748574609334461,3,4
"CAMK protein kinase CHK1 subfamily","Chk1","biosynthetic process",0.2748574609334461,3,10
"CAMK protein kinase CHK1 subfamily","Chk1","cell cycle",0.2748574609334461,3,11
"CAMK protein kinase CHK1 subfamily","Chk1","cellular protein modification process",0.2748574609334461,3,32
"CAMK protein kinase CHK1 subfamily","Chk1","chromosome organization",0.2748574609334461,3,4
"CAMK protein kinase CHK1 subfamily","Chk1","phosphorylation",0.2748574609334461,3,32
"CAMK protein kinase CHK1 subfamily","Chk1","response to stress",0.2748574609334461,3,25
"CAMK protein kinase PIM family","Pim","cell cycle",0.25441611658484886,0,11
"CAMK protein kinase PIM family","Pim","cell death",0.25441611658484886,0,16
"CAMK protein kinase PIM family","Pim","cell proliferation",0.25441611658484886,0,10
"CAMK protein kinase PIM family","Pim","cellular protein modification process",0.25441611658484886,0,32
"CAMK protein kinase PIM family","Pim","metabolic process",0.25441611658484886,0,3
