"protein_class_pref_name","protein_class_short_name","go_pref_name","Percentage_Bioactivities","No_Drug_Efficacy_Target_Annotations","Target_Connectivity"
"AGC protein kinase AKT family","Akt","aging",0.01289377105065365,0,5
"AGC protein kinase AKT family","Akt","anatomical structure development",0.01289377105065365,0,7
"AGC protein kinase AKT family","Akt","biosynthetic process",0.01289377105065365,0,6
"AGC protein kinase AKT family","Akt","carbohydrate metabolic process",0.01289377105065365,0,3
"AGC protein kinase AKT family","Akt","catabolic process",0.01289377105065365,0,4
"AGC protein kinase AKT family","Akt","cell death",0.01289377105065365,0,8
"AGC protein kinase AKT family","Akt","cell differentiation",0.01289377105065365,0,16
"AGC protein kinase AKT family","Akt","cell proliferation",0.01289377105065365,0,7
"AGC protein kinase AKT family","Akt","cell-cell signaling",0.01289377105065365,0,6
"AGC protein kinase AKT family","Akt","cellular nitrogen compound metabolic process",0.01289377105065365,0,6
"AGC protein kinase AKT family","Akt","cellular protein modification process",0.01289377105065365,0,20
"AGC protein kinase AKT family","Akt","circulatory system process",0.01289377105065365,0,2
"AGC protein kinase AKT family","Akt","embryo development",0.01289377105065365,0,4
"AGC protein kinase AKT family","Akt","female pregnancy",0.01289377105065365,0,1
"AGC protein kinase AKT family","Akt","generation of precursor metabolites and energy",0.01289377105065365,0,2
"AGC protein kinase AKT family","Akt","homeostatic process",0.01289377105065365,0,1
"AGC protein kinase AKT family","Akt","immune system process",0.01289377105065365,0,8
"AGC protein kinase AKT family","Akt","metabolic process",0.01289377105065365,0,1
"AGC protein kinase AKT family","Akt","mitochondrion organization",0.01289377105065365,0,4
"AGC protein kinase AKT family","Akt","multicellular organismal development",0.01289377105065365,0,17
"AGC protein kinase AKT family","Akt","negative regulation of endopeptidase activity",0.01289377105065365,0,1
"AGC protein kinase AKT family","Akt","nucleocytoplasmic transport",0.01289377105065365,0,4
"AGC protein kinase AKT family","Akt","phosphorylation",0.01289377105065365,0,20
"AGC protein kinase AKT family","Akt","plasma membrane organization",0.01289377105065365,0,2
"AGC protein kinase AKT family","Akt","positive regulation of apoptotic process",0.01289377105065365,0,4
"AGC protein kinase AKT family","Akt","positive regulation of catalytic activity",0.01289377105065365,0,14
"AGC protein kinase AKT family","Akt","protein targeting",0.01289377105065365,0,2
"AGC protein kinase AKT family","Akt","regulation of catalytic activity",0.01289377105065365,0,4
"AGC protein kinase AKT family","Akt","regulation of protein localization",0.01289377105065365,0,9
"AGC protein kinase AKT family","Akt","reproduction",0.01289377105065365,0,6
"AGC protein kinase AKT family","Akt","response to stress",0.01289377105065365,0,14
"AGC protein kinase AKT family","Akt","signal transduction",0.01289377105065365,0,18
"AGC protein kinase AKT family","Akt","small molecule metabolic process",0.01289377105065365,0,3
"AGC protein kinase AKT family","Akt","translation",0.01289377105065365,0,1
"AGC protein kinase AKT family","Akt","transport",0.01289377105065365,0,6
"AGC protein kinase PKC alpha subfamily","Alpha","anatomical structure formation involved in morphogenesis",0.056606799734577,0,8
"AGC protein kinase PKC alpha subfamily","Alpha","cell adhesion",0.056606799734577,0,3
"AGC protein kinase PKC alpha subfamily","Alpha","cell cycle",0.056606799734577,0,7
"AGC protein kinase PKC alpha subfamily","Alpha","cell death",0.056606799734577,0,8
"AGC protein kinase PKC alpha subfamily","Alpha","cell junction organization",0.056606799734577,0,1
"AGC protein kinase PKC alpha subfamily","Alpha","cellular component assembly",0.056606799734577,0,4
"AGC protein kinase PKC alpha subfamily","Alpha","cellular protein modification process",0.056606799734577,0,20
"AGC protein kinase PKC alpha subfamily","Alpha","chromosome organization",0.056606799734577,0,2
"AGC protein kinase PKC alpha subfamily","Alpha","membrane organization",0.056606799734577,0,4
"AGC protein kinase PKC alpha subfamily","Alpha","multicellular organismal development",0.056606799734577,0,17
"AGC protein kinase PKC alpha subfamily","Alpha","phosphorylation",0.056606799734577,0,20
"AGC protein kinase PKC alpha subfamily","Alpha","positive regulation of catalytic activity",0.056606799734577,0,14
"AGC protein kinase PKC alpha subfamily","Alpha","regulation of catalytic activity",0.056606799734577,0,4
"AGC protein kinase PKC alpha subfamily","Alpha","regulation of protein localization",0.056606799734577,0,9
"AGC protein kinase PKC alpha subfamily","Alpha","response to stress",0.056606799734577,0,14
"AGC protein kinase PKC alpha subfamily","Alpha","signal transduction",0.056606799734577,0,18
"CAMK protein kinase CAMK2 family","Camk2","cell differentiation",9.434466622429501E-4,0,16
"CAMK protein kinase CAMK2 family","Camk2","cell morphogenesis",9.434466622429501E-4,0,9
"CAMK protein kinase CAMK2 family","Camk2","cellular protein modification process",9.434466622429501E-4,0,20
