"protein_class_pref_name","protein_class_short_name","go_pref_name","Percentage_Bioactivities","No_Drug_Efficacy_Target_Annotations","Target_Connectivity"
"Transient receptor potential channel","TRP","homeostatic process",0.05377645974784816,0,2
"Transient receptor potential channel","TRP","neurological system process",0.05377645974784816,0,1
"Transient receptor potential channel","TRP","signal transduction",0.05377645974784816,0,2
"Transient receptor potential channel","TRP","transmembrane transport",0.05377645974784816,0,2
"Transient receptor potential channel","TRP","transport",0.05377645974784816,0,2
"Voltage-gated potassium channel","VG K","cellular protein modification process",0.08428123516037021,1,1
"Voltage-gated potassium channel","VG K","cellular response to drug",0.08428123516037021,1,1
"Voltage-gated potassium channel","VG K","circulatory system process",0.08428123516037021,1,1
"Voltage-gated potassium channel","VG K","homeostatic process",0.08428123516037021,1,2
"Voltage-gated potassium channel","VG K","phosphorylation",0.08428123516037021,1,1
"Voltage-gated potassium channel","VG K","signal transduction",0.08428123516037021,1,2
"Voltage-gated potassium channel","VG K","transmembrane transport",0.08428123516037021,1,2
"Voltage-gated potassium channel","VG K","transport",0.08428123516037021,1,2
